,mcc,sens,spec,prec,acc,FDR,FPR,PPV,NPV,mism,wspec,tversky,balanced_acc,dice
MRI_288.nii.gz,0.763691478,0.783813027,0.995371287,0.752388866,0.991641998,0.247611134,0.004628713,0.752388866,0.996117825,0.767779544,0.959829101,0.774113574,0.889592157,0.767779544
MRI_013.nii.gz,0.925672534,0.985709973,0.994441074,0.87478789,0.994110107,0.12521211,0.005558926,0.87478789,0.999434143,0.926942368,0.952099855,0.949587979,0.990075524,0.926942368
MRI_862.nii.gz,0.839275519,0.746405229,0.999626706,0.94640884,0.997409821,0.05359116,0.000373294,0.94640884,0.99776441,0.834591961,0.99665036,0.796929518,0.873015968,0.834591961
MRI_753.nii.gz,0.926790607,0.989106754,0.99947555,0.868899522,0.99943924,0.131100478,0.00052445,0.868899522,0.9999617,0.92511462,0.99529967,0.949691455,0.994291152,0.92511462
MRI_132.nii.gz,0.762044403,0.644669083,0.998695996,0.909825034,0.991615295,0.090174966,0.001304004,0.909825034,0.992791057,0.754632731,0.988385128,0.70643314,0.821682539,0.754632731
MRI_068.nii.gz,0.942594177,0.942467576,0.999351694,0.944037308,0.998699188,0.055962692,0.000648306,0.944037308,0.999332412,0.943251789,0.994195354,0.942937947,0.970909635,0.943251789
MRI_892.nii.gz,0.919490307,0.871158392,0.999915805,0.971014493,0.999500275,0.028985507,8.42E-05,0.971014493,0.999582991,0.918380062,0.999242755,0.898890109,0.935537099,0.918380062
MRI_847.nii.gz,0.951242053,0.965831435,0.999674113,0.937361828,0.999504089,0.062638172,0.000325887,0.937361828,0.999827445,0.951383695,0.997074648,0.957110609,0.982752774,0.951383695
MRI_223.nii.gz,0.78174007,0.866872383,0.993835571,0.712370947,0.991638184,0.287629053,0.006164429,0.712370947,0.997646353,0.782064029,0.947127568,0.813914987,0.930353977,0.782064029
MRI_826.nii.gz,0.928227534,0.961191336,0.999065126,0.897597977,0.998744965,0.102402023,0.000934874,0.897597977,0.999668939,0.928306821,0.991648592,0.941186868,0.980128231,0.928306821
MRI_195.nii.gz,2.621435836,0.980278422,0.997902788,0.973298429,0.996627808,0.026701571,0.002097212,0.973298429,0.998461184,0.976775956,0.981436545,0.978173935,0.989090605,0.976775956
MRI_324.nii.gz,0.83413946,0.728643696,0.998978809,0.967431251,0.988174438,0.032568749,0.001021191,0.967431251,0.988818224,0.831228223,0.990883759,0.786912959,0.863811253,0.831228223
MRI_031.nii.gz,,0.990840813,0.989057661,0.797375986,0.989131927,0.202624014,0.010942339,0.797375986,0.99959771,0.883643047,0.909445937,0.923612831,0.989949237,0.883643047
MRI_574.nii.gz,0.962045425,0.934017028,0.999856018,0.992393092,0.998558044,0.007606908,0.000143982,0.992393092,0.998674596,0.962320574,0.99870565,0.950795777,0.966936523,0.962320574
MRI_850.nii.gz,0.944422317,0.928053204,0.999765826,0.961779449,0.999313354,0.038220551,0.000234174,0.961779449,0.99954327,0.944615385,0.997896374,0.937920078,0.963909515,0.944615385
MRI_795.nii.gz,0.73414904,0.995575221,0.998547911,0.542168675,0.998542786,0.457831325,0.001452089,0.542168675,0.999992346,0.702028081,0.987081275,0.79589671,0.997061566,0.702028081
MRI_716.nii.gz,0.921573364,0.965068088,0.99831508,0.882034632,0.997886658,0.117965368,0.00168492,0.882034632,0.999543428,0.921685044,0.985037406,0.93856164,0.981691584,0.921685044
MRI_810.nii.gz,0.876076357,0.935658153,0.998416043,0.822183858,0.997928619,0.177816142,0.001583957,0.822183858,0.999495818,0.875258442,0.985922765,0.898457765,0.967037098,0.875258442
MRI_011.nii.gz,0.952534118,0.922371092,0.999451625,0.988082811,0.995830536,0.011917189,0.000548375,0.988082811,0.996185886,0.954096846,0.995086181,0.941148202,0.960911359,0.954096846
MRI_407.nii.gz,0.948350123,0.967775468,0.999461994,0.93006993,0.999229431,0.06993007,0.000538006,0.93006993,0.999761669,0.948548141,0.995178694,0.956146657,0.983618731,0.948548141
MRI_018.nii.gz,0.931298008,0.905679513,0.999704042,0.958668814,0.998996735,0.041331186,0.000295958,0.958668814,0.999285388,0.931421121,0.997342669,0.920950859,0.952691778,0.931421121
MRI_552.nii.gz,0.857469304,0.98336366,0.99516061,0.751639181,0.994987488,0.248360819,0.00483939,0.751639181,0.99975108,0.852027027,0.958068857,0.90011421,0.989262135,0.852027027
MRI_464.nii.gz,0.933982776,0.964116452,0.998300435,0.907006369,0.997722626,0.092993631,0.001699565,0.907006369,0.999382366,0.934689859,0.984909099,0.946242275,0.981208444,0.934689859
MRI_039.nii.gz,0.278697533,0.126373626,0.99946605,0.623306233,0.993404388,0.376693767,0.00053395,0.623306233,0.993926082,0.210141617,0.99521489,0.16610096,0.562919838,0.210141617
MRI_085.nii.gz,0.897577471,0.904747818,0.997212031,0.895738761,0.994827271,0.104261239,0.002787969,0.895738761,0.997477626,0.900220751,0.975455705,0.90202613,0.950979924,0.900220751
MRI_804.nii.gz,0.908911139,0.943600868,0.999529136,0.876132931,0.999332428,0.123867069,0.000470864,0.876132931,0.999800881,0.908616188,0.995778129,0.922294074,0.971565002,0.908616188
MRI_841.nii.gz,0.893247099,0.927550048,0.999398686,0.861061947,0.999111176,0.138938053,0.000601314,0.861061947,0.999708828,0.893070216,0.994614086,0.906549893,0.963474367,0.893070216
MRI_515.nii.gz,0.950410195,0.950775562,0.998827328,0.952433804,0.99766922,0.047566196,0.001172672,0.952433804,0.998784382,0.95160396,0.989544043,0.951272428,0.974801445,0.95160396
MRI_172.nii.gz,-0.007971326,0,0.99225796,0,0.984176636,1,0.00774204,0,0.991792597,0,0.93438556,0,0.49612898,0
MRI_920.nii.gz,0.91216501,0.887372014,0.999673928,0.938628159,0.999046326,0.061371841,0.000326072,0.938628159,0.999367232,0.912280702,0.997072992,0.902151284,0.943522971,0.912280702
MRI_603.nii.gz,0.942615933,0.898781244,0.999840655,0.990664845,0.997974396,0.009335155,0.000159345,0.990664845,0.998098948,0.942488899,0.998567719,0.92450545,0.949310949,0.942488899
MRI_570.nii.gz,0.955724192,0.974736169,0.999223989,0.938134811,0.998931885,0.061865189,0.000776011,0.938134811,0.999694857,0.95608532,0.993058993,0.96345935,0.986980079,0.95608532
MRI_465.nii.gz,0.796489963,0.878431373,0.999671617,0.722580645,0.99955368,0.277419355,0.000328383,0.722580645,0.999881604,0.792920354,0.997052293,0.825046041,0.939051495,0.792920354
MRI_218.nii.gz,0.85821847,0.824531096,0.998523782,0.89763568,0.995834351,0.10236432,0.001476218,0.89763568,0.997248686,0.859531773,0.986869112,0.845180875,0.911527439,0.859531773
MRI_661.nii.gz,0.954086887,0.913043478,0.9999885,0.997409326,0.999568939,0.002590674,1.15E-05,0.997409326,0.999578521,0.953363599,0.999896513,0.936815638,0.956515989,0.953363599
MRI_550.nii.gz,0.971188879,0.965786315,0.999572227,0.977719263,0.99892807,0.022280737,0.000427773,0.977719263,0.999335166,0.971716155,0.996163177,0.969335502,0.982679271,0.971716155
MRI_800.nii.gz,0.848523979,0.962906504,0.997570875,0.749901068,0.997310638,0.250098932,0.002429125,0.749901068,0.999718817,0.843159066,0.978554624,0.887296905,0.98023869,0.843159066
MRI_560.nii.gz,0.961265077,0.926120924,0.999988293,0.999450147,0.998329163,0.000549853,1.17E-05,0.999450147,0.998305336,0.961389281,0.999894646,0.946964435,0.963054608,0.961389281
MRI_761.nii.gz,0.955635991,0.979944462,0.999119361,0.933019976,0.998882294,0.066980024,0.000880639,0.933019976,0.999748783,0.955906697,0.992129699,0.965378887,0.989531911,0.955906697
MRI_791.nii.gz,0.912381998,0.859060403,0.999892762,0.96969697,0.999332428,0.03030303,0.000107238,0.96969697,0.999437256,0.911032028,0.999035684,0.889506602,0.929476582,0.911032028
MRI_822.nii.gz,0.963730339,0.945885635,0.999771812,0.982898551,0.999034882,0.017101449,0.000228188,0.982898551,0.999250079,0.964036958,0.997950052,0.956693469,0.972828723,0.964036958
MRI_900.nii.gz,0.914469633,0.865367582,0.99974989,0.967805844,0.998592377,0.032194156,0.00025011,0.967805844,0.998831331,0.913724573,0.997753508,0.893747427,0.932558736,0.913724573
MRI_493.nii.gz,0.95470354,0.929089778,0.99969299,0.982675439,0.998394012,0.017324561,0.00030701,0.982675439,0.998672278,0.955131621,0.997243684,0.944541641,0.964391384,0.955131621
MRI_400.nii.gz,0.943856942,0.958842444,0.998714458,0.931099084,0.998004913,0.068900916,0.001285542,0.931099084,0.999253905,0.944767135,0.988547902,0.950347377,0.978778451,0.944767135
MRI_660.nii.gz,0.94361946,0.972266244,0.999570687,0.916355489,0.99943924,0.083644511,0.000429313,0.916355489,0.9998658,0.943483276,0.996149409,0.954789511,0.985918466,0.943483276
MRI_834.nii.gz,0.697533999,0.529818496,0.999607436,0.923192771,0.99546051,0.076807229,0.000392564,0.923192771,0.995828477,0.673256452,0.996477982,0.607472005,0.764712966,0.673256452
MRI_641.nii.gz,0.914150111,0.87375,0.999645805,0.957971677,0.998493195,0.042028323,0.000354195,0.957971677,0.998834414,0.913924602,0.996821253,0.897419438,0.936697903,0.913924602
MRI_671.nii.gz,0.953830144,0.980184941,0.999127804,0.929242329,0.998908997,0.070757671,0.000872196,0.929242329,0.999768295,0.954034073,0.992204627,0.964325167,0.989656372,0.954034073
MRI_874.nii.gz,0.935064763,0.975235849,0.999636428,0.896963124,0.999557495,0.103036876,0.000363572,0.896963124,0.999919609,0.934463277,0.996737339,0.95035624,0.987436138,0.934463277
MRI_655.nii.gz,0.916842801,0.971698113,0.999571541,0.865546218,0.999492645,0.134453782,0.000428459,0.865546218,0.999919636,0.915555556,0.996157043,0.937215651,0.985634827,0.915555556
MRI_606.nii.gz,0.978715866,0.98562963,0.999275629,0.972945306,0.998924255,0.027054694,0.000724371,0.972945306,0.999620064,0.979246394,0.993518223,0.981789741,0.992452629,0.979246394
MRI_582.nii.gz,0.976159705,0.970762948,0.999303815,0.983543352,0.998130798,0.016456648,0.000696185,0.983543352,0.998747565,0.97711136,0.993769039,0.974562057,0.985033381,0.97711136
MRI_880.nii.gz,0.950113107,0.9905549,0.999378,0.911956522,0.999320984,0.088043478,0.000622,0.911956522,0.999938533,0.949632145,0.994429714,0.965588675,0.99496645,0.949632145
MRI_803.nii.gz,0.864544184,0.997487437,0.998482468,0.75047259,0.998477936,0.24952741,0.001517532,0.75047259,0.999988486,0.856526429,0.986506031,0.907843586,0.997984953,0.856526429
MRI_437.nii.gz,0.956233688,0.921985816,0.999922834,0.992727273,0.999042511,0.007272727,7.72E-05,0.992727273,0.999109463,0.956049729,0.999305938,0.942126514,0.960954325,0.956049729
MRI_448.nii.gz,0.931920515,0.88731586,0.999404029,0.984086569,0.994934082,0.015913431,0.000595971,0.984086569,0.995338678,0.933199195,0.994661711,0.914287967,0.943359944,0.933199195
MRI_052.nii.gz,0.087485944,0.076669026,0.991380547,0.12755102,0.976589203,0.87244898,0.008619453,0.12755102,0.984922726,0.095771328,0.927429096,0.087091674,0.534024786,0.095771328
MRI_507.nii.gz,0.862338569,0.745417515,1,1,0.997615814,0,0,1,0.997599053,0.854142357,1,0.807056229,0.872708758,0.854142357
MRI_360.nii.gz,0.943293586,0.984429066,0.997706386,0.906339599,0.997413635,0.093660401,0.002293614,0.906339599,0.999648253,0.94377177,0.979729419,0.95962492,0.991067726,0.94377177
MRI_611.nii.gz,0.903438602,0.941323346,0.999559965,0.867663982,0.999382019,0.132336018,0.000440035,0.867663982,0.999820113,0.902994012,0.99605358,0.917944972,0.970441656,0.902994012
MRI_344.nii.gz,0.842317259,0.87739256,0.995709375,0.815268456,0.993209839,0.184731544,0.004290625,0.815268456,0.997349561,0.845190468,0.962665873,0.857783427,0.936550968,0.845190468
MRI_851.nii.gz,0.956509005,0.952662722,0.999773619,0.960875332,0.999500275,0.039124668,0.000226381,0.960875332,0.999723753,0.956751403,0.997966257,0.955111726,0.976218171,0.956751403
MRI_049.nii.gz,0.726244347,0.993983957,0.990067605,0.536049027,0.990112305,0.463950973,0.009932395,0.536049027,0.999929851,0.696487119,0.917188572,0.791209961,0.992025781,0.696487119
MRI_705.nii.gz,0.850413966,0.918525703,0.999027241,0.788509575,0.998710632,0.211490425,0.000972759,0.788509575,0.999678091,0.848566308,0.991312774,0.875231054,0.958776472,0.848566308
MRI_873.nii.gz,0.911819292,0.83423913,0.999988491,0.997562957,0.99905777,0.002437043,1.15E-05,0.997562957,0.999064822,0.908620052,0.999896431,0.877330857,0.917113811,0.908620052
MRI_331.nii.gz,0.710885306,0.665279429,0.998667752,0.763301501,0.996528625,0.236698499,0.001332248,0.763301501,0.997840247,0.710927573,0.988136211,0.691936681,0.831973591,0.710927573
MRI_865.nii.gz,0.961599645,0.939825812,0.99992717,0.984245439,0.999637604,0.015754561,7.28E-05,0.984245439,0.999708743,0.961522884,0.99934491,0.952724938,0.969876491,0.961522884
MRI_325.nii.gz,0.895458702,0.816837992,0.999636542,0.990624356,0.991428375,0.009375644,0.000363458,0.990624356,0.991459289,0.895376449,0.996738364,0.862215845,0.908237267,0.895376449
MRI_050.nii.gz,0.181899184,0.175096739,0.983531313,0.231838975,0.961215973,0.768161025,0.016468687,0.231838975,0.976745273,0.199511849,0.86903623,0.188971915,0.579314026,0.199511849
MRI_083.nii.gz,0.551276646,0.348817111,0.998552713,0.898191933,0.975608826,0.101808067,0.001447287,0.898191933,0.97668527,0.502489885,0.987123507,0.427206816,0.673684912,0.502489885
MRI_424.nii.gz,0.916574066,0.868553873,0.999526374,0.970098039,0.997249603,0.029901961,0.000473626,0.970098039,0.99767887,0.91652194,0.995753453,0.896712658,0.934040123,0.91652194
MRI_403.nii.gz,0.932536296,0.980571429,0.999166647,0.887739265,0.999042511,0.112260735,0.000833353,0.887739265,0.999869337,0.931849036,0.992549498,0.950745194,0.989869038,0.931849036
MRI_265.nii.gz,0.9585287,0.964501926,0.999342385,0.953741497,0.998859406,0.046258503,0.000657615,0.953741497,0.999500907,0.959091531,0.994112441,0.961248389,0.981922156,0.959091531
MRI_354.nii.gz,0.874708016,0.926550598,0.99863622,0.82750243,0.998130798,0.17249757,0.00136378,0.82750243,0.999480941,0.874229979,0.987858451,0.894432773,0.962593409,0.874229979
MRI_796.nii.gz,0.898119245,0.96411093,0.999560282,0.837110482,0.999477386,0.162889518,0.000439718,0.837110482,0.99991585,0.896133434,0.996056407,0.92214074,0.981835606,0.896133434
MRI_698.nii.gz,0.921509869,0.964664311,0.999012158,0.881457565,0.998752594,0.118542435,0.000987842,0.881457565,0.999730744,0.921185828,0.991179129,0.938098277,0.981838234,0.921185828
MRI_160.nii.gz,0.839450077,0.999291283,0.997756325,0.706766917,0.997764587,0.293233083,0.002243675,0.706766917,0.999996156,0.827950675,0.980162991,0.888916908,0.998523804,0.827950675
MRI_157.nii.gz,-0.016698428,0,0.983318724,0,0.967151642,1,0.016681276,0,0.983284402,0,0.867544706,0,0.491659362,0
MRI_244.nii.gz,0.866240596,0.841952634,0.999200231,0.893333333,0.997959137,0.106666667,0.000799769,0.893333333,0.998743245,0.866882309,0.992847837,0.856735356,0.920576432,0.866882309
MRI_482.nii.gz,0.958760279,0.930294906,0.999841111,0.989372732,0.998752594,0.010627268,0.000158889,0.989372732,0.9988927,0.958924758,0.99857181,0.947263929,0.965068008,0.958924758
MRI_619.nii.gz,0.912627463,0.966836735,0.998610427,0.862998102,0.998325348,0.137001898,0.001389573,0.862998102,0.999699432,0.911971125,0.987631339,0.933152776,0.982723581,0.911971125
MRI_853.nii.gz,0.904548829,0.823198198,0.999984689,0.994557823,0.999385834,0.005442177,1.53E-05,0.994557823,0.999399409,0.900800986,0.999862221,0.868067925,0.911591444,0.900800986
MRI_351.nii.gz,0.959399758,0.972702142,0.999394407,0.94717362,0.999099731,0.05282638,0.000605593,0.94717362,0.999695183,0.959768155,0.994575941,0.964900254,0.986048275,0.959768155
MRI_027.nii.gz,0.813497998,0.81025641,0.9974849,0.822015334,0.994838715,0.177984666,0.0025151,0.822015334,0.99728038,0.816093516,0.977810567,0.813748611,0.903870655,0.816093516
MRI_362.nii.gz,0.872305822,0.984898227,0.998319399,0.773993808,0.998241425,0.226006192,0.001680601,0.773993808,0.999911608,0.866801502,0.985075248,0.91047041,0.991608813,0.866801502
MRI_696.nii.gz,0.943951937,0.953971119,0.999434459,0.93498452,0.99905014,0.06501548,0.000565541,0.93498452,0.999607516,0.944382399,0.994933053,0.948194662,0.976702789,0.944382399
MRI_745.nii.gz,0.947047158,0.945054945,0.999912109,0.949227373,0.999816895,0.050772627,8.79E-05,0.949227373,0.999904467,0.947136564,0.999209541,0.946302817,0.972483527,0.947136564
MRI_136.nii.gz,0.588892028,0.998549674,0.990224915,0.350738665,0.990268707,0.649261335,0.009775085,0.350738665,0.999992255,0.519132893,0.918405019,0.64252718,0.994387294,0.519132893
MRI_614.nii.gz,0.979110891,0.983693091,0.9989902,0.976239476,0.998371124,0.023760524,0.0010098,0.976239476,0.999312001,0.97995211,0.990984631,0.981445083,0.991341645,0.97995211
MRI_205.nii.gz,0.47755642,0.988285145,0.952074907,0.242715475,0.952629089,0.757284525,0.047925093,0.242715475,0.999808794,0.389718891,0.688213386,0.514320552,0.970180026,0.389718891
MRI_290.nii.gz,0.644331177,0.996305419,0.995698958,0.418520435,0.995700836,0.581479565,0.004301042,0.418520435,0.999988471,0.589435337,0.962578239,0.704519725,0.996002188,0.589435337
MRI_622.nii.gz,0.94926512,0.938592027,0.998378296,0.964609484,0.995689392,0.035390516,0.001621704,0.964609484,0.997111764,0.951422922,0.985591596,0.946248696,0.968485162,0.951422922
MRI_106.nii.gz,0.936575335,0.918867476,0.99932155,0.956650978,0.998031616,0.043349022,0.00067845,0.956650978,0.998678842,0.937378641,0.993926915,0.92988539,0.959094513,0.937378641
MRI_202.nii.gz,0.834864746,0.840153453,0.999487301,0.830594185,0.999011993,0.169405815,0.000512699,0.830594185,0.99952172,0.835346472,0.995404559,0.837262648,0.919820377,0.835346472
MRI_143.nii.gz,0.949292659,0.983559911,0.99891884,0.917428487,0.998733521,0.082571513,0.00108116,0.917428487,0.999799036,0.949343912,0.990352996,0.962740608,0.991239376,0.949343912
MRI_412.nii.gz,0.520234981,0.278496003,1,1,0.972110748,0,0,1,0.971807251,0.435661907,1,0.355429046,0.639248002,0.435661907
MRI_119.nii.gz,0.851352654,0.758431775,0.999317214,0.961997828,0.99394989,0.038002172,0.000682786,0.961997828,0.994521218,0.848171549,0.993888313,0.809842419,0.878874495,0.848171549
MRI_511.nii.gz,-0.022282878,0,0.96421598,0,0.951309204,1,0.03578402,0,0.986124347,0,0.7496205,0,0.48210799,0
MRI_164.nii.gz,0.704737016,0.533073456,0.999058814,0.948212351,0.984466553,0.051787649,0.000941186,0.948212351,0.985116239,0.682470368,0.991592632,0.613675885,0.766066135,0.682470368
MRI_449.nii.gz,0.937685982,0.9311915,0.998410938,0.947978367,0.996383667,0.052021633,0.001589062,0.947978367,0.99786145,0.939509954,0.985877966,0.936164802,0.964801219,0.939509954
MRI_535.nii.gz,0.933403715,0.908304498,0.99983141,0.959780622,0.999427795,0.040219378,0.00016859,0.959780622,0.999593948,0.933333333,0.998484733,0.92315808,0.954067954,0.933333333
MRI_263.nii.gz,0.925311308,0.954545455,0.99905725,0.898255814,0.998672485,0.101744186,0.00094275,0.898255814,0.999603443,0.925545571,0.991578762,0.936931474,0.976801352,0.925545571
MRI_772.nii.gz,0.858120084,0.990126939,0.999078165,0.744432662,0.999053955,0.255567338,0.000921835,0.744432662,0.999973201,0.849878935,0.991764219,0.900924025,0.994602552,0.849878935
MRI_625.nii.gz,0.949156481,0.944852328,0.998021251,0.958121827,0.99559021,0.041878173,0.001978749,0.958121827,0.997359422,0.951440813,0.982468774,0.948794424,0.971436789,0.951440813
MRI_713.nii.gz,0.916370656,0.931599229,0.999597864,0.902052239,0.999328613,0.097947761,0.000402136,0.902052239,0.999728044,0.916587678,0.996392386,0.922533868,0.965598547,0.916587678
MRI_475.nii.gz,0.960920417,0.941785252,0.999838353,0.981132075,0.999324799,0.018867925,0.000161647,0.981132075,0.999480605,0.961056106,0.998547054,0.953253896,0.970811803,0.961056106
MRI_883.nii.gz,0.8705995,0.770559779,0.99993479,0.984982332,0.998668671,0.015017668,6.52E-05,0.984982332,0.998728028,0.864676231,0.999413418,0.824399261,0.885247285,0.864676231
MRI_455.nii.gz,0.943171984,0.927475367,0.999109211,0.961809045,0.99741745,0.038190955,0.000890789,0.961809045,0.998247285,0.944330236,0.992039631,0.937515307,0.963292289,0.944330236
MRI_491.nii.gz,0.958732526,0.951290036,0.999444979,0.967647059,0.99861908,0.032352941,0.000555021,0.967647059,0.999150254,0.959398834,0.995026894,0.956138782,0.975367507,0.959398834
MRI_131.nii.gz,0.944062042,0.96565514,0.998704889,0.924757828,0.998168945,0.075242172,0.001295111,0.924757828,0.999433461,0.944764097,0.988463531,0.953011097,0.982180015,0.944764097
MRI_542.nii.gz,0.926805192,0.933707044,0.998748261,0.922243621,0.997730255,0.077756379,0.001251739,0.922243621,0.998945696,0.92793993,0.988846043,0.930238205,0.966227652,0.92793993
MRI_733.nii.gz,0.882035622,0.967056323,0.999157743,0.805309735,0.999042511,0.194690265,0.000842257,0.805309735,0.999881232,0.878802511,0.992470424,0.912097825,0.983107033,0.878802511
MRI_125.nii.gz,0.732225539,0.960547504,0.992859894,0.562735849,0.992553711,0.437264151,0.007140106,0.562735849,0.999620014,0.709696609,0.939211343,0.792480404,0.976703699,0.709696609
MRI_457.nii.gz,0.891746762,0.824082785,0.999881263,0.965821389,0.999168396,0.034178611,0.000118737,0.965821389,0.999284175,0.889340102,0.99893238,0.862035032,0.911982024,0.889340102
MRI_484.nii.gz,0.977098948,0.991567958,0.999276723,0.963707317,0.999130249,0.036292683,0.000723277,0.963707317,0.999836588,0.977439145,0.993527959,0.983042076,0.995422341,0.977439145
MRI_306.nii.gz,0.681130188,0.487646294,0.999485338,0.98334863,0.969455719,0.01665137,0.000514662,0.98334863,0.969039396,0.651975486,0.995387037,0.574532139,0.743565816,0.651975486
MRI_881.nii.gz,0.897992253,0.836636056,0.999761607,0.965421082,0.998474121,0.034578918,0.000238393,0.965421082,0.998701753,0.896426722,0.997858549,0.871513443,0.918198832,0.896426722
MRI_066.nii.gz,0.932716838,0.995272315,0.997119008,0.876728303,0.997081757,0.123271697,0.002880992,0.876728303,0.999902398,0.932246922,0.97465522,0.95647433,0.996195661,0.932246922
MRI_008.nii.gz,0.908256246,1,0.998071274,0.826523546,0.998088837,0.173476454,0.001928726,0.826523546,1,0.905023697,0.982905238,0.940763804,0.999035637,0.905023697
MRI_610.nii.gz,0.97144746,0.961672474,0.999373975,0.983441626,0.997970581,0.016558374,0.000626025,0.983441626,0.99851941,0.972435233,0.99439385,0.968101349,0.980523224,0.972435233
MRI_328.nii.gz,0.821596327,0.972312704,0.997999356,0.695804196,0.997879028,0.304195804,0.002000644,0.695804196,0.999869446,0.811141304,0.982277851,0.868742724,0.98515603,0.811141304
MRI_295.nii.gz,0.775910774,0.627480602,0.999321434,0.981947131,0.978664398,0.018052869,0.000678566,0.981947131,0.978543573,0.765679333,0.993925881,0.703686306,0.813401018,0.765679333
MRI_116.nii.gz,0.334063677,0.123497268,0.999876638,0.913746631,0.990699768,0.086253369,0.000123362,0.913746631,0.990808831,0.21758665,0.998890836,0.166765053,0.561686953,0.21758665
MRI_846.nii.gz,0.947524967,0.91886646,0.999795815,0.978099174,0.999000549,0.021900826,0.000204185,0.978099174,0.9991953,0.947558046,0.998165328,0.93586905,0.959331137,0.947558046
MRI_528.nii.gz,0.957125006,0.970649895,0.999685478,0.944255608,0.999526978,0.055744392,0.000314522,0.944255608,0.999838879,0.957270848,0.997176406,0.962577963,0.985167687,0.957270848
MRI_443.nii.gz,0.915532392,0.880110146,0.999246377,0.955392044,0.99710083,0.044607956,0.000753623,0.955392044,0.997804457,0.916207277,0.993258036,0.90141884,0.939678261,0.916207277
MRI_260.nii.gz,0.580461777,0.35523161,0.999630537,0.975506979,0.973999023,0.024493021,0.000369463,0.975506979,0.973976861,0.520809899,0.996684636,0.43896658,0.677431074,0.520809899
MRI_401.nii.gz,0.962847081,0.942812983,0.999775422,0.984400215,0.998931885,0.015599785,0.000224578,0.984400215,0.999140953,0.963157895,0.997982422,0.954915466,0.971294202,0.963157895
MRI_224.nii.gz,0.657035902,0.965686275,0.997220225,0.448406677,0.997146606,0.551593323,0.002779775,0.448406677,0.999919487,0.612435233,0.97552628,0.717407138,0.98145325,0.612435233
MRI_906.nii.gz,0.580717038,0.401205626,0.99957798,0.844851904,0.996170044,0.155148096,0.00042202,0.844851904,0.996580412,0.544050863,0.996214598,0.476228335,0.700391803,0.544050863
MRI_600.nii.gz,0.920113478,0.890254237,0.999595818,0.952402539,0.99861145,0.047597461,0.000404182,0.952402539,0.999003609,0.920280333,0.996374087,0.90803008,0.944925028,0.920280333
MRI_539.nii.gz,0.91451468,0.858662883,0.99956726,0.97758934,0.996536255,0.02241066,0.00043274,0.97758934,0.996901136,0.914274924,0.996118776,0.891187514,0.929115072,0.914274924
MRI_470.nii.gz,0.972332089,0.971309026,0.999502188,0.974415351,0.998962402,0.025584649,0.000497812,0.974415351,0.999439996,0.972859709,0.995537461,0.972238842,0.985405607,0.972859709
MRI_371.nii.gz,,0.286796117,0.992411321,0.763208888,0.936962128,0.236791112,0.007588679,0.763208888,0.942249109,0.41692248,0.93561091,0.352878637,0.639603719,0.41692248
MRI_167.nii.gz,-0.00124324,0,0.998823529,0,0.997512817,1,0.001176471,0,0.998686201,0,0.98951049,0,0.499411765,0
MRI_605.nii.gz,0.948422311,0.909034138,0.999852335,0.991373439,0.998188019,0.008626561,0.000147665,0.991373439,0.998304486,0.948420024,0.998672587,0.932263092,0.954443237,0.948420024
MRI_463.nii.gz,0.962328008,0.973655523,0.998963529,0.952711111,0.998432159,0.047288889,0.001036471,0.952711111,0.99943474,0.963069458,0.99074847,0.96727614,0.986309526,0.963069458
MRI_393.nii.gz,0.946352685,0.982812789,0.998036871,0.91343181,0.997722626,0.08656819,0.001963129,0.91343181,0.999637175,0.946853022,0.982605028,0.960916466,0.99042483,0.946853022
MRI_036.nii.gz,0.891182277,0.994565217,0.999296119,0.799126638,0.999282837,0.200873362,0.000703881,0.799126638,0.999984688,0.886198547,0.993700548,0.926582278,0.996930668,0.886198547
MRI_503.nii.gz,,0.96431853,0.999209102,0.984598546,0.997470856,0.015401454,0.000790898,0.984598546,0.998131163,0.974353023,0.992926674,0.97031427,0.981763816,0.974353023
MRI_659.nii.gz,0.967242324,0.94527027,0.999946291,0.990092003,0.999637604,0.009907997,5.37E-05,0.990092003,0.999689335,0.967162115,0.999516827,0.958284814,0.972608281,0.967162115
MRI_001.nii.gz,0.717082814,0.548464164,0.999324968,0.94892235,0.989246368,0.05107765,0.000675032,0.94892235,0.98977419,0.695144371,0.99395734,0.62796741,0.773894566,0.695144371
MRI_410.nii.gz,0.643293162,0.430551945,0.999744616,0.987283926,0.974685669,0.012716074,0.000255384,0.987283926,0.974439056,0.599613853,0.99770623,0.518219552,0.715148281,0.599613853
MRI_349.nii.gz,0.972107769,0.992515832,0.999669748,0.952486188,0.999622345,0.047513812,0.000330252,0.952486188,0.999950064,0.972089089,0.997035562,0.980158053,0.99609279,0.972089089
MRI_680.nii.gz,0.88075664,0.971247199,0.997510271,0.80104712,0.997241974,0.19895288,0.002489729,0.80104712,0.999702584,0.877974684,0.978030034,0.913048057,0.984378735,0.877974684
MRI_015.nii.gz,0.92239953,0.995104439,0.996074464,0.858510489,0.996051788,0.141489511,0.003925536,0.858510489,0.999882372,0.92177462,0.965745902,0.949770267,0.995589451,0.92177462
MRI_485.nii.gz,0.923092991,0.872189349,0.99993494,0.977453581,0.999523163,0.022546419,6.51E-05,0.977453581,0.999586824,0.921826141,0.999414768,0.901308548,0.936062145,0.921826141
